,DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,n_sanitation,sanitation_index,under5_mort,n_under5_mort,women_edu,women_bmi,n_women_edu,n_women_bmi,cluster_id,adm1fips,adm1dhs,urban
27555,ET-2011-6#-00000328,ET,2011,9.060287,38.761032,28.0,1.4580529767365682,28.0,5.0,28.0,3.107142857142857,0.0,9.0,9.692307692307692,23.014722222222225,39.0,36.0,328,ET44,14,U
27556,ET-2011-6#-00000329,ET,2011,10.301873,34.59593,28.0,-2.209000606768055,28.0,3.0,28.0,1.9642857142857144,0.0,27.0,2.1153846153846154,19.33,26.0,20.0,329,ET47,6,R
27557,ET-2011-6#-00000330,ET,2011,11.156626,36.32999,22.0,0.9782783664443288,22.0,4.954545454545454,22.0,3.0454545454545454,0.0,,10.416666666666666,22.753,24.0,20.0,330,ET47,6,U
27558,ET-2011-6#-00000331,ET,2011,9.298885,42.0924,27.0,0.019438785556065,27.0,4.62962962962963,27.0,2.3703703703703702,0.0,10.0,6.68,22.08136363636364,25.0,22.0,331,ET50,13,U
27559,ET-2011-6#-00000332,ET,2011,10.120332,34.55971,29.0,-2.391813962678208,29.0,2.5172413793103448,29.0,2.1724137931034484,0.0,10.0,6.32258064516129,19.76225806451613,31.0,31.0,332,ET47,6,R
27560,ET-2011-6#-00000333,ET,2011,12.85967,37.54877,29.0,-3.3468075208496093,29.0,1.103448275862069,29.0,1.6896551724137931,0.0,26.0,1.793103448275862,18.8275,29.0,28.0,333,ET46,3,R
27561,ET-2011-6#-00000334,ET,2011,12.230918,37.862972,29.0,-3.4045483074681813,29.0,1.5172413793103448,29.0,1.1724137931034482,0.0,24.0,0.84375,20.65379310344828,32.0,29.0,334,ET46,3,R
27562,ET-2011-6#-00000336,ET,2011,8.954588,38.76546,27.0,1.2742869257206857,28.0,5.0,28.0,3.071428571428572,0.0,8.0,8.666666666666666,21.096666666666668,36.0,30.0,336,ET44,14,U
27563,ET-2011-6#-00000337,ET,2011,8.281171,37.777428,27.0,0.6628844647833797,28.0,5.0,28.0,2.821428571428572,0.0,11.0,7.9411764705882355,22.12818181818182,34.0,33.0,337,ET54,7,U
27564,ET-2011-6#-00000339,ET,2011,8.22756,34.592606,26.0,-0.0639571534480104,26.0,4.846153846153846,26.0,2.576923076923077,0.0,6.0,6.130434782608695,21.12227272727273,23.0,22.0,339,ET49,12,U
27565,ET-2011-6#-00000340,ET,2011,9.243978,42.21923,30.0,-2.749118411140532,30.0,3.1,30.0,1.1333333333333333,0.0,32.0,1.0,19.012857142857143,18.0,14.0,340,ET50,13,R
27566,ET-2011-6#-00000341,ET,2011,9.825013,35.39622,30.0,-2.575887396555266,30.0,2.7,30.0,1.5666666666666669,0.0,24.0,1.7777777777777777,19.428571428571427,36.0,28.0,341,ET47,6,R
27567,ET-2011-6#-00000342,ET,2011,6.692095,37.401894,29.0,-2.6647468323438805,29.0,1.103448275862069,29.0,2.3448275862068964,0.0,28.0,0.1904761904761904,19.5675,21.0,20.0,342,ET54,7,R
27568,ET-2011-6#-00000343,ET,2011,9.310649,42.137955,30.0,1.0919390472039647,30.0,5.0,30.0,3.1666666666666665,0.0,10.0,8.21875,23.094615384615384,32.0,26.0,343,ET50,13,U
27569,ET-2011-6#-00000344,ET,2011,7.285389,38.809345,29.0,-1.4413913555704096,29.0,4.586206896551724,29.0,1.862068965517241,0.0,25.0,3.0,20.875714285714285,29.0,28.0,344,ET51,4,R
27570,ET-2011-6#-00000345,ET,2011,9.597236,42.02567,29.0,-3.766875737915266,29.0,1.137931034482759,29.0,1.0,0.0,46.0,0.5925925925925926,19.218,27.0,20.0,345,ET48,15,R
27571,ET-2011-6#-00000346,ET,2011,5.245481,40.691936,17.0,-2.013352290892027,17.0,3.411764705882353,17.0,2.0,0.0,24.0,0.5384615384615384,18.91583333333333,13.0,12.0,346,ET52,5,R
27572,ET-2011-6#-00000347,ET,2011,13.430662,38.290478,30.0,-3.33619538918788,30.0,1.2,30.0,1.6666666666666667,0.0,24.0,0.2857142857142857,19.5590625,35.0,32.0,347,ET46,3,R
27573,ET-2011-6#-00000349,ET,2011,9.981136,35.224094,29.0,-3.5417381935853824,29.0,1.103448275862069,29.0,1.2758620689655171,0.0,18.0,1.896551724137931,19.694642857142856,29.0,28.0,349,ET47,6,R
27574,ET-2011-6#-00000350,ET,2011,6.091826,39.5321,30.0,-3.2318787147779027,30.0,2.333333333333333,30.0,1.0,0.0,34.0,0.0,19.5525,22.0,20.0,350,ET51,4,R
27575,ET-2011-6#-00000351,ET,2011,6.463864,38.614407,30.0,-3.2497375459274367,30.0,1.0,30.0,1.6666666666666667,0.0,29.0,2.09375,19.651071428571427,32.0,28.0,351,ET54,7,R
27576,ET-2011-6#-00000352,ET,2011,9.583373,41.882687,27.0,0.4904698548149093,27.0,5.0,27.0,3.0,0.0,12.0,3.4761904761904763,23.4495,21.0,20.0,352,ET48,15,R
27577,ET-2011-6#-00000353,ET,2011,9.01606,38.737995,30.0,1.4896337635277743,30.0,5.0,30.0,3.2333333333333334,0.0,,9.256410256410255,22.795405405405404,39.0,37.0,353,ET44,14,U
27578,ET-2011-6#-00000354,ET,2011,7.654727,34.993107,29.0,-2.041228815585806,30.0,2.8666666666666667,30.0,1.7,0.0,11.0,3.5416666666666665,21.1,24.0,24.0,354,ET49,12,R
27579,ET-2011-6#-00000355,ET,2011,9.304515,42.096462,28.0,0.7296854729287452,29.0,5.0,29.0,2.689655172413793,0.0,11.0,9.78125,21.86833333333333,32.0,30.0,355,ET50,13,U
27580,ET-2011-6#-00000356,ET,2011,10.429639,38.203484,26.0,-2.251736341105981,26.0,4.153846153846154,26.0,1.2307692307692308,0.0,13.0,3.1739130434782608,19.83714285714285,23.0,14.0,356,ET46,3,R
27581,ET-2011-6#-00000357,ET,2011,6.030981,37.378757,29.0,-3.176182663388217,29.0,1.103448275862069,29.0,1.9655172413793105,0.0,29.0,0.5483870967741935,21.06068965517241,31.0,29.0,357,ET54,7,R
27582,ET-2011-6#-00000358,ET,2011,9.169772,41.909794,29.0,-3.273628629181535,29.0,1.0,29.0,1.896551724137931,0.0,33.0,0.3333333333333333,19.611,21.0,20.0,358,ET51,4,R
27583,ET-2011-6#-00000359,ET,2011,9.306841,42.555313,28.0,-2.054080251713639,28.0,2.642857142857143,28.0,2.0357142857142856,0.0,35.0,0.5,20.689090909090908,26.0,22.0,359,ET52,5,R
27584,ET-2011-6#-00000360,ET,2011,7.078816,37.72705,30.0,-2.203535219481513,30.0,3.4,30.0,1.9,0.0,24.0,2.75,19.85142857142857,28.0,28.0,360,ET54,7,R
27585,ET-2011-6#-00000363,ET,2011,9.249365,42.15045,30.0,-3.272242096308829,30.0,1.2,30.0,1.6,0.0,30.0,1.434782608695652,19.69857142857143,23.0,21.0,363,ET50,13,R
27586,ET-2011-6#-00000364,ET,2011,7.295929,36.028294,27.0,-2.3452607920021538,27.0,2.333333333333333,27.0,2.333333333333333,0.0,16.0,2.52,19.82608695652174,25.0,23.0,364,ET54,7,R
27587,ET-2011-6#-00000365,ET,2011,14.549016,37.73588,29.0,-0.8164969687201243,29.0,5.0,29.0,2.0689655172413794,0.0,12.0,3.1923076923076925,19.708,26.0,25.0,365,ET53,1,R
27588,ET-2011-6#-00000366,ET,2011,10.913199,39.71458,28.0,-1.7545964291173182,29.0,4.275862068965517,29.0,1.862068965517241,0.0,18.0,1.6785714285714286,19.46785714285714,28.0,28.0,366,ET46,3,R
27589,ET-2011-6#-00000367,ET,2011,10.683011,35.90294,29.0,-3.8231641041872657,29.0,1.0,29.0,1.0,0.0,25.0,0.3478260869565217,19.72111111111111,23.0,18.0,367,ET47,6,R
27590,ET-2011-6#-00000368,ET,2011,7.314375,35.32689,28.0,-2.8334844081488244,28.0,1.0,28.0,2.4642857142857144,0.0,21.0,1.9285714285714288,18.936785714285715,28.0,28.0,368,ET49,12,R
27591,ET-2011-6#-00000369,ET,2011,11.478762,36.90958,29.0,-2.5591267616771547,29.0,2.1379310344827585,29.0,2.0689655172413794,0.0,23.0,1.935483870967742,19.57733333333333,31.0,30.0,369,ET46,3,R
27592,ET-2011-6#-00000370,ET,2011,9.311168,42.146675,29.0,0.2365509282198471,29.0,4.965517241379311,29.0,2.4482758620689653,0.0,13.0,5.84,22.89764705882353,25.0,17.0,370,ET50,13,U
27593,ET-2011-6#-00000371,ET,2011,9.544629,41.37571,29.0,-2.509137234302727,29.0,1.0,29.0,2.034482758620689,0.0,34.0,0.8846153846153846,19.908636363636365,26.0,22.0,371,ET52,5,R
27594,ET-2011-6#-00000372,ET,2011,11.23782,39.432785,30.0,-2.4979483779658467,30.0,2.433333333333333,30.0,2.0,0.0,13.0,1.391304347826087,19.54,23.0,21.0,372,ET46,3,R
27595,ET-2011-6#-00000373,ET,2011,9.328801,42.08785,28.0,-1.1070063949610902,28.0,4.928571428571429,28.0,1.4285714285714286,0.0,20.0,4.0,20.40083333333333,29.0,24.0,373,ET50,13,U
27596,ET-2011-6#-00000374,ET,2011,8.979671,38.74072,27.0,0.9577306951938126,28.0,5.0,28.0,2.75,0.0,8.0,5.12,20.95826086956522,25.0,23.0,374,ET44,14,U
27597,ET-2011-6#-00000375,ET,2011,8.001702,34.576527,28.0,-1.223993669071226,28.0,4.142857142857143,28.0,2.9642857142857144,0.0,21.0,1.962962962962963,21.00454545454545,27.0,22.0,375,ET49,12,R
27598,ET-2011-6#-00000376,ET,2011,9.591403,41.87262,30.0,1.4148951842464714,30.0,5.0,30.0,3.1666666666666665,0.0,14.0,6.7105263157894735,24.13764705882353,38.0,34.0,376,ET48,15,U
27599,ET-2011-6#-00000377,ET,2011,7.335672,39.855404,30.0,-2.95662317134853,30.0,1.0,30.0,2.033333333333333,0.0,27.0,3.888888888888889,20.4053125,36.0,32.0,377,ET51,4,R
27600,ET-2011-6#-00000378,ET,2011,6.844249,37.751797,29.0,-1.878740480747728,29.0,2.7586206896551726,29.0,2.5172413793103448,0.0,21.0,4.885714285714286,20.34212121212121,35.0,33.0,378,ET54,7,U
27601,ET-2011-6#-00000380,ET,2011,9.028201,38.77771,29.0,1.15187645869605,29.0,5.0,29.0,2.655172413793104,0.0,10.0,7.977272727272727,22.09692307692308,44.0,39.0,380,ET44,14,U
27602,ET-2011-6#-00000381,ET,2011,4.423358,42.44597,30.0,-2.292897970362079,30.0,3.2333333333333334,30.0,1.933333333333333,0.0,33.0,0.1764705882352941,18.89133333333333,17.0,15.0,381,ET52,5,R
27603,ET-2011-6#-00000382,ET,2011,5.73988,37.80014,26.0,-3.304117962848194,26.0,1.1153846153846154,26.0,1.7307692307692308,0.0,31.0,0.8260869565217391,20.29736842105263,23.0,19.0,382,ET54,7,R
27604,ET-2011-6#-00000383,ET,2011,8.205674,34.445675,26.0,-3.2837383872872765,26.0,1.8461538461538465,26.0,1.0,0.0,27.0,5.758620689655173,18.313928571428573,29.0,28.0,383,ET49,12,R
27605,ET-2011-6#-00000385,ET,2011,9.3375,42.77167,28.0,-0.5022628181559318,28.0,3.892857142857143,28.0,2.4642857142857144,0.0,42.0,0.0967741935483871,20.165,31.0,20.0,385,ET52,5,U
27606,ET-2011-6#-00000386,ET,2011,9.504368,41.74242,30.0,-2.6243873732665177,30.0,3.6,30.0,1.0,0.0,18.0,1.08,19.992083333333333,25.0,24.0,386,ET48,15,R
27607,ET-2011-6#-00000388,ET,2011,10.718089,38.3633,28.0,-3.7476228849565687,28.0,1.0,28.0,1.1071428571428572,0.0,25.0,1.391304347826087,20.00181818181818,23.0,22.0,388,ET46,3,R
27608,ET-2011-6#-00000389,ET,2011,7.135694,35.552677,26.0,-3.256329173606503,26.0,1.0,26.0,1.8461538461538465,0.0,29.0,0.3809523809523809,20.31764705882353,21.0,17.0,389,ET54,7,R
27609,ET-2011-6#-00000390,ET,2011,7.656461,36.827377,27.0,0.7698980373383573,27.0,5.0,27.0,2.740740740740741,0.0,11.0,9.846153846153848,22.89388888888889,26.0,18.0,390,ET51,4,U
27610,ET-2011-6#-00000391,ET,2011,7.253566,38.11818,29.0,-2.384358366490724,29.0,3.0689655172413794,29.0,1.827586206896552,0.0,23.0,1.2307692307692308,20.74782608695652,26.0,23.0,391,ET54,7,R
27611,ET-2011-6#-00000392,ET,2011,11.002397,40.20571,24.0,-2.865208575126206,24.0,2.708333333333333,24.0,1.25,0.0,19.0,0.6521739130434783,17.98318181818182,23.0,22.0,392,ET45,2,R
27612,ET-2011-6#-00000394,ET,2011,9.008041,38.714252,29.0,0.7680769484092462,29.0,5.0,29.0,2.7241379310344827,0.0,,7.851851851851852,22.314230769230768,27.0,26.0,394,ET44,14,U
27613,ET-2011-6#-00000395,ET,2011,8.582231,35.5093,28.0,-1.6994748488087938,28.0,2.821428571428572,28.0,2.321428571428572,0.0,16.0,7.517241379310345,20.383333333333333,29.0,27.0,395,ET51,4,U
27614,ET-2011-6#-00000396,ET,2011,7.96308,34.54967,29.0,-1.0422307361112664,29.0,4.172413793103448,29.0,3.1379310344827585,0.0,16.0,1.88,19.4996,25.0,25.0,396,ET49,12,R
27615,ET-2011-6#-00000397,ET,2011,11.693326,40.70441,25.0,-3.697594100641111,25.0,1.12,25.0,1.0,0.0,10.0,0.0,20.63777777777777,10.0,9.0,397,ET45,2,R
27616,ET-2011-6#-00000398,ET,2011,10.147761,37.678665,30.0,-3.2071662158158785,30.0,1.2,30.0,1.6666666666666667,0.0,25.0,1.125,20.821428571428573,40.0,35.0,398,ET46,3,R
27617,ET-2011-6#-00000400,ET,2011,9.588163,41.875187,28.0,1.3578974417546994,28.0,5.0,28.0,3.107142857142857,0.0,8.0,6.5,22.569166666666668,26.0,24.0,400,ET48,15,U
27618,ET-2011-6#-00000401,ET,2011,8.418522,33.419064,21.0,-3.2602989883842746,21.0,2.238095238095238,21.0,1.0,0.0,23.0,0.8571428571428571,17.865833333333335,14.0,12.0,401,ET49,12,R
27619,ET-2011-6#-00000402,ET,2011,8.49316,40.088978,30.0,-3.4655650298871934,30.0,1.1,30.0,1.4666666666666666,0.0,40.0,0.68,19.67391304347826,25.0,23.0,402,ET51,4,R
27620,ET-2011-6#-00000403,ET,2011,13.525988,38.6574,29.0,-2.9100061166375912,29.0,1.4137931034482758,29.0,2.1379310344827585,0.0,33.0,0.3076923076923077,19.57583333333333,26.0,24.0,403,ET53,1,R
27621,ET-2011-6#-00000404,ET,2011,7.660254,35.83993,29.0,-3.2877624483456875,29.0,1.206896551724138,29.0,1.6206896551724137,0.0,21.0,1.4375,19.899666666666665,32.0,30.0,404,ET54,7,R
27622,ET-2011-6#-00000405,ET,2011,8.023823,36.892845,29.0,-2.796450367624475,29.0,1.2758620689655171,29.0,2.2413793103448274,0.0,9.0,2.76,20.139130434782608,25.0,23.0,405,ET51,4,R
27623,ET-2011-6#-00000406,ET,2011,14.340332,38.854565,29.0,-2.5698425279139743,29.0,1.827586206896552,29.0,2.3793103448275863,0.0,32.0,1.933333333333333,17.838214285714287,30.0,28.0,406,ET53,1,R
27624,ET-2011-6#-00000407,ET,2011,11.135759,38.6801,29.0,-3.561121408372649,29.0,1.206896551724138,29.0,1.1724137931034482,0.0,20.0,1.0,19.679259259259258,27.0,27.0,407,ET46,3,R
27625,ET-2011-6#-00000408,ET,2011,6.402506,37.620514,30.0,-2.9102539504913243,30.0,1.6666666666666667,30.0,1.933333333333333,0.0,28.0,0.4482758620689655,20.215217391304343,29.0,23.0,408,ET54,7,R
27626,ET-2011-6#-00000409,ET,2011,7.001534,35.851803,29.0,-3.3756273765423064,29.0,1.103448275862069,29.0,1.5862068965517242,0.0,20.0,0.96,20.134090909090908,25.0,22.0,409,ET54,7,R
27627,ET-2011-6#-00000411,ET,2011,9.871882,36.10363,28.0,-3.568585134288498,28.0,1.3571428571428572,28.0,1.1071428571428572,0.0,33.0,0.2592592592592592,19.70090909090909,27.0,22.0,411,ET47,6,R
27628,ET-2011-6#-00000412,ET,2011,7.389322,37.736584,27.0,-3.3684374921599147,27.0,1.0,27.0,1.7037037037037035,0.0,25.0,4.484848484848484,20.29935483870968,33.0,31.0,412,ET54,7,R
27629,ET-2011-6#-00000413,ET,2011,6.935863,38.253685,29.0,-3.335535006153981,29.0,1.4137931034482758,29.0,1.4482758620689655,0.0,21.0,1.5172413793103448,20.795185185185183,29.0,27.0,413,ET54,7,R
27630,ET-2011-6#-00000414,ET,2011,11.283959,39.95342,29.0,-2.487206820837222,29.0,3.034482758620689,29.0,1.5862068965517242,0.0,25.0,1.9615384615384608,20.6545,26.0,20.0,414,ET46,3,R
27631,ET-2011-6#-00000415,ET,2011,9.304013,42.102783,27.0,0.8979835614085789,27.0,5.0,27.0,2.7777777777777777,0.0,6.0,8.2,23.8885,20.0,20.0,415,ET50,13,U
27632,ET-2011-6#-00000416,ET,2011,6.123179,41.544136,30.0,-3.734837017718786,30.0,1.0,30.0,1.0,0.0,15.0,0.1428571428571428,19.450769230769232,14.0,13.0,416,ET52,5,R
27633,ET-2011-6#-00000417,ET,2011,13.190544,39.213585,27.0,-1.4022423924056946,27.0,4.666666666666667,27.0,1.7777777777777777,0.0,16.0,3.5185185185185186,19.90962962962963,27.0,27.0,417,ET53,1,U
27634,ET-2011-6#-00000418,ET,2011,12.405997,39.598392,27.0,-2.464253065021509,27.0,3.814814814814815,27.0,1.1851851851851851,0.0,22.0,2.1481481481481484,19.977916666666665,27.0,24.0,418,ET53,1,R
27635,ET-2011-6#-00000419,ET,2011,13.920476,39.950157,30.0,-3.5807170174822054,30.0,1.3333333333333333,30.0,1.1333333333333333,0.0,44.0,0.2,20.350357142857145,35.0,28.0,419,ET45,2,R
27636,ET-2011-6#-00000420,ET,2011,10.567896,39.770138,29.0,-3.2247010935007534,29.0,1.2413793103448276,29.0,1.7586206896551724,0.0,12.0,1.4444444444444444,19.244615384615383,27.0,26.0,420,ET46,3,R
27637,ET-2011-6#-00000421,ET,2011,9.945612,40.284298,30.0,-3.440106258860234,30.0,1.8666666666666667,30.0,1.0,0.0,24.0,0.074074074074074,17.199583333333333,27.0,24.0,421,ET45,2,R
27638,ET-2011-6#-00000422,ET,2011,8.251726,34.05945,29.0,-3.645551106038533,29.0,1.3793103448275863,29.0,1.0,0.0,40.0,2.967741935483871,18.112,31.0,25.0,422,ET49,12,R
27639,ET-2011-6#-00000423,ET,2011,10.261093,40.161133,27.0,-3.314458882278011,27.0,2.1481481481481484,27.0,1.0,0.0,27.0,0.0384615384615384,19.260416666666668,26.0,24.0,423,ET45,2,R
27640,ET-2011-6#-00000425,ET,2011,6.407687,39.84998,29.0,-1.0136233785207114,29.0,4.862068965517241,29.0,1.9310344827586208,0.0,22.0,4.866666666666666,21.255185185185184,30.0,27.0,425,ET51,4,U
27641,ET-2011-6#-00000426,ET,2011,11.068719,37.914337,29.0,-1.1608542197504468,29.0,4.0344827586206895,29.0,2.9655172413793105,0.0,20.0,3.6857142857142855,20.383333333333333,35.0,33.0,426,ET46,3,R
27642,ET-2011-6#-00000427,ET,2011,6.936728,37.416805,30.0,-1.6437188653581478,30.0,4.566666666666666,30.0,1.8666666666666667,0.0,38.0,1.4583333333333333,20.57684210526316,24.0,19.0,427,ET54,7,R
27643,ET-2011-6#-00000428,ET,2011,9.306697,42.153553,29.0,-0.1333749772974344,29.0,5.0,29.0,2.206896551724138,0.0,13.0,6.606060606060606,21.49346153846154,33.0,26.0,428,ET50,13,U
27644,ET-2011-6#-00000429,ET,2011,9.353725,42.114365,30.0,-1.5627253055356167,30.0,3.533333333333333,30.0,1.8666666666666667,0.0,23.0,1.3333333333333333,19.979130434782608,24.0,23.0,429,ET50,13,R
27645,ET-2011-6#-00000430,ET,2011,9.041071,38.857662,25.0,0.9017282809133093,25.0,4.96,25.0,2.88,0.0,9.0,6.586206896551724,21.5075,29.0,28.0,430,ET44,14,U
27646,ET-2011-6#-00000431,ET,2011,9.314028,42.109707,28.0,0.2251068215162456,28.0,4.928571428571429,28.0,2.607142857142857,0.0,7.0,8.7,22.779444444444444,20.0,18.0,431,ET50,13,U
27647,ET-2011-6#-00000432,ET,2011,9.977548,34.508152,29.0,-2.180645799770604,29.0,2.7241379310344827,29.0,2.1379310344827585,0.0,23.0,1.84,19.696363636363635,25.0,22.0,432,ET47,6,R
27648,ET-2011-6#-00000433,ET,2011,12.758587,40.17599,28.0,-3.0041005490248875,28.0,2.7142857142857144,28.0,1.0,0.0,43.0,0.0,18.342,29.0,25.0,433,ET45,2,R
27649,ET-2011-6#-00000434,ET,2011,8.591166,34.901424,29.0,-2.675976126176656,29.0,1.9655172413793105,29.0,2.0689655172413794,0.0,18.0,2.0277777777777777,19.597428571428573,36.0,35.0,434,ET51,4,R
27650,ET-2011-6#-00000435,ET,2011,7.206245,37.77371,29.0,-3.0940323172706568,29.0,1.4827586206896552,29.0,1.793103448275862,0.0,28.0,2.0,19.395416666666662,26.0,24.0,435,ET54,7,R
27651,ET-2011-6#-00000436,ET,2011,9.505719,41.96968,30.0,-3.723109278692677,30.0,1.1333333333333333,30.0,1.0666666666666669,0.0,35.0,0.4583333333333333,19.052,24.0,20.0,436,ET48,15,R
27652,ET-2011-6#-00000437,ET,2011,10.243659,36.855186,23.0,-3.737759105020913,24.0,1.0,24.0,1.0833333333333333,0.0,24.0,1.8461538461538465,20.27260869565217,26.0,23.0,437,ET51,4,R
27653,ET-2011-6#-00000438,ET,2011,10.538766,35.68421,26.0,-2.635804664558398,26.0,1.6538461538461535,26.0,2.269230769230769,0.0,22.0,1.7142857142857142,19.27428571428572,28.0,21.0,438,ET47,6,R
27654,ET-2011-6#-00000439,ET,2011,10.810935,37.196327,28.0,-2.833427329726047,29.0,1.5517241379310345,29.0,2.1379310344827585,0.0,17.0,0.5666666666666667,19.90851851851852,30.0,27.0,439,ET46,3,R
27655,ET-2011-6#-00000440,ET,2011,9.375471,42.119114,30.0,-1.6696895627307085,30.0,3.9,30.0,1.6,0.0,19.0,2.926829268292683,19.99657894736842,41.0,38.0,440,ET50,13,R
27656,ET-2011-6#-00000441,ET,2011,9.002266,38.699554,29.0,1.423832328736206,29.0,5.0,29.0,3.1379310344827585,0.0,8.0,8.424242424242424,23.48185185185185,33.0,27.0,441,ET44,14,U
27657,ET-2011-6#-00000442,ET,2011,8.080903,39.40599,30.0,-3.147523935191916,30.0,1.0,30.0,2.0,0.0,19.0,2.259259259259259,20.1275,27.0,24.0,442,ET51,4,R
27658,ET-2011-6#-00000443,ET,2011,10.048888,34.642815,29.0,-2.834764306454056,29.0,1.6896551724137931,29.0,2.0689655172413794,0.0,8.0,3.6206896551724137,20.325185185185184,29.0,27.0,443,ET47,6,R
27659,ET-2011-6#-00000445,ET,2011,11.865754,40.031834,28.0,-3.0605603384769244,28.0,2.6785714285714284,28.0,1.0,0.0,33.0,0.1612903225806451,19.1696551724138,31.0,29.0,445,ET45,2,R
27660,ET-2011-6#-00000446,ET,2011,9.57642,41.855183,29.0,1.466078814074415,29.0,5.0,29.0,3.1379310344827585,0.0,7.0,8.92,21.63304347826087,25.0,23.0,446,ET48,15,U
27661,ET-2011-6#-00000447,ET,2011,8.267063,33.82113,22.0,-3.158634836250396,22.0,2.5,22.0,1.0,0.0,22.0,2.210526315789474,17.556666666666665,19.0,15.0,447,ET49,12,R
27662,ET-2011-6#-00000448,ET,2011,9.57725,41.858543,30.0,1.725841296261793,30.0,5.0,30.0,3.733333333333333,0.0,7.0,9.884615384615383,24.91875,26.0,24.0,448,ET48,15,U
27663,ET-2011-6#-00000449,ET,2011,9.999463,35.07041,27.0,-3.550117748180714,27.0,1.3333333333333333,27.0,1.1851851851851851,0.0,32.0,0.5217391304347826,19.278823529411763,23.0,17.0,449,ET47,6,R
27664,ET-2011-6#-00000450,ET,2011,9.68745,42.68339,28.0,-2.891726119302343,28.0,2.607142857142857,28.0,1.0714285714285714,0.0,33.0,0.0454545454545454,18.50263157894737,22.0,19.0,450,ET52,5,R
27665,ET-2011-6#-00000451,ET,2011,9.301475,42.110844,29.0,0.5577470764667272,29.0,4.724137931034483,29.0,2.827586206896552,0.0,5.0,9.71875,22.525714285714287,32.0,28.0,451,ET50,13,U
27666,ET-2011-6#-00000453,ET,2011,11.35928,37.424973,28.0,-2.323612815485119,28.0,3.107142857142857,28.0,1.9642857142857144,0.0,17.0,1.1904761904761905,19.7605,21.0,20.0,453,ET46,3,R
27667,ET-2011-6#-00000454,ET,2011,8.388818,33.645,21.0,-3.8144025990937895,21.0,1.0,21.0,1.0,0.0,17.0,0.4166666666666667,17.69333333333333,12.0,9.0,454,ET49,12,R
27668,ET-2011-6#-00000455,ET,2011,9.580793,41.870956,29.0,-1.046491309303654,29.0,4.931034482758621,29.0,1.4137931034482758,0.0,13.0,1.8888888888888888,19.531764705882352,18.0,17.0,455,ET48,15,U
27669,ET-2011-6#-00000456,ET,2011,9.613478,41.880173,27.0,0.7579382906039711,27.0,5.0,27.0,2.888888888888889,0.0,10.0,2.607142857142857,22.157272727272726,28.0,22.0,456,ET48,15,U
27670,ET-2011-6#-00000457,ET,2011,7.078004,35.656467,26.0,-3.118847925717375,26.0,1.0,26.0,2.0384615384615383,0.0,34.0,0.8333333333333334,20.1115,24.0,20.0,457,ET54,7,R
27671,ET-2011-6#-00000458,ET,2011,9.003422,38.74835,29.0,0.8881223339038201,29.0,5.0,29.0,2.862068965517241,0.0,6.0,7.82051282051282,21.63969696969697,39.0,33.0,458,ET44,14,U
27672,ET-2011-6#-00000460,ET,2011,13.202204,37.42079,29.0,-3.0784531863036606,29.0,1.5172413793103448,29.0,1.793103448275862,0.0,31.0,1.36,19.46,25.0,22.0,460,ET46,3,R
27673,ET-2011-6#-00000461,ET,2011,13.480664,39.469257,30.0,2.5326976757931954,30.0,5.0,30.0,4.766666666666667,0.0,20.0,8.522727272727273,22.18404761904761,44.0,42.0,461,ET53,1,U
27674,ET-2011-6#-00000462,ET,2011,13.604058,38.214203,28.0,-3.207495103991959,28.0,1.3571428571428572,28.0,1.6071428571428572,0.0,31.0,1.2307692307692308,18.69125,26.0,24.0,462,ET53,1,R
27675,ET-2011-6#-00000463,ET,2011,13.473464,40.00956,30.0,-3.677208268085106,30.0,1.1,30.0,1.0,0.0,27.0,0.0,18.1232,27.0,25.0,463,ET45,2,R
27676,ET-2011-6#-00000464,ET,2011,9.601378,41.85268,27.0,1.1968137359442188,28.0,5.0,28.0,2.892857142857143,0.0,5.0,9.178571428571429,22.60703703703704,28.0,27.0,464,ET48,15,U
27677,ET-2011-6#-00000465,ET,2011,9.314147,42.143936,27.0,0.7562036782335587,27.0,5.0,27.0,3.074074074074074,0.0,11.0,7.625,21.441290322580645,32.0,31.0,465,ET50,13,U
27678,ET-2011-6#-00000466,ET,2011,6.233914,37.57582,29.0,-1.2116830175248905,29.0,3.5172413793103448,29.0,2.2758620689655173,0.0,11.0,6.875,22.60142857142857,32.0,28.0,466,ET54,7,U
27679,ET-2011-6#-00000467,ET,2011,14.0642,39.227596,28.0,-2.4361867770962147,28.0,3.4642857142857144,28.0,1.4285714285714286,0.0,21.0,2.4074074074074074,18.8384,27.0,25.0,467,ET53,1,R
27680,ET-2011-6#-00000468,ET,2011,9.66728,34.770218,29.0,-2.668912607916037,29.0,2.7241379310344827,29.0,1.5862068965517242,0.0,19.0,2.566666666666667,20.322,30.0,30.0,468,ET47,6,R
27681,ET-2011-6#-00000469,ET,2011,12.584878,39.65896,26.0,-1.5068242853656657,26.0,4.846153846153846,26.0,1.9615384615384608,0.0,14.0,0.5416666666666666,18.21625,24.0,24.0,469,ET53,1,R
27682,ET-2011-6#-00000470,ET,2011,8.316476,33.37666,24.0,-2.62782256681266,24.0,3.5416666666666665,24.0,1.0416666666666667,0.0,10.0,1.1875,17.429375,16.0,16.0,470,ET49,12,R
